날짜,주가_모멘텀,주가_강도,주가_폭,풋콜_비율,신용스프레드,시장_변동성,안전자산_수요,K_탐욕공포지수,등급,업데이트_시각,CNN_탐욕공포지수,CNN_등급
2026-05-08,98.80478087649402,11.553784860557768,96.41434262948208,7.171314741035857,7.968127490039848,31.872509960159363,98.40637450199203,50.313033579965854,중립,,,
2026-05-11,100.0,19.9203187250996,94.42231075697211,9.163346613545826,9.163346613545826,32.270916334661365,99.20318725099602,52.02048947068868,중립,,,
2026-05-12,98.80478087649402,13.545816733067728,92.82868525896414,3.9840637450199097,11.55378486055777,24.701195219123505,98.40637450199203,49.117814456459875,중립,,,
2026-05-13,99.20318725099602,48.60557768924303,91.23505976095618,10.35856573705179,9.960159362549803,26.69322709163346,98.80478087649402,54.9800796812749,중립,,,
2026-05-14,100.0,55.77689243027888,90.0398406374502,80.4780876494024,12.35059760956176,27.88844621513944,98.40637450199203,66.42003414911781,탐욕,,,
2026-05-15,95.61752988047809,11.155378486055776,87.25099601593625,15.13944223107569,13.545816733067724,16.733067729083658,94.82071713147411,47.751849743881614,중립,,,
2026-05-18,94.42231075697211,5.9760956175298805,74.5019920318725,75.2988047808765,13.545816733067724,17.529880478087648,90.0398406374502,53.04496300512237,중립,,,
2026-05-19,92.43027888446214,3.5856573705179287,68.12749003984064,81.27490039840637,12.749003984063748,15.936254980079681,84.4621513944223,51.22367672168468,중립,,,
2026-05-20,90.43824701195219,4.382470119521913,60.1593625498008,100.0,13.147410358565736,15.936254980079681,81.27490039840637,52.191235059760956,중립,,,
2026-05-21,96.01593625498009,95.2191235059761,50.99601593625498,24.701195219123505,12.35059760956176,13.147410358565736,93.22709163346613,55.093910073989754,탐욕,,,
2026-05-22,95.61752988047809,71.71314741035857,45.81673306772908,5.179282868525888,12.35059760956176,13.147410358565736,92.03187250996015,47.97951052931132,중립,,,
2026-05-26,98.00796812749005,42.62948207171315,41.03585657370518,79.6812749003984,6.374501992031881,13.147410358565736,95.2191235059761,53.72794536141149,중립,,,
2026-05-27,98.40637450199203,17.928286852589643,39.04382470119522,2.7888446215139453,12.35059760956176,13.545816733067724,96.01593625498009,40.011383039271486,공포,,,
2026-05-28,98.00796812749005,21.91235059760956,34.26294820717131,35.85657370517929,15.936254980079681,13.147410358565736,94.02390438247012,44.73534433693796,공포,,,
2026-05-29,100.0,31.872509960159363,28.286852589641438,5.976095617529879,14.541832669322702,13.147410358565736,96.41434262948208,41.46272054638588,공포,,,
2026-06-01,100.0,14.342629482071715,24.302788844621514,21.91235059760956,17.13147410358566,13.147410358565736,98.00796812749005,41.26351735913489,공포,,,
2026-06-02,99.60159362549801,28.286852589641438,17.131474103585656,9.163346613545826,12.948207171314735,13.944223107569726,98.00796812749005,39.86909504837792,공포,,,
2026-06-04,98.80478087649402,31.872509960159363,14.741035856573706,35.85657370517929,17.330677290836647,14.741035856573703,93.62549800796812,43.85315879339784,공포,,,
2026-06-05,92.03187250996015,1.9920318725099602,9.9601593625498,94.42231075697211,18.924302788844628,13.545816733067724,58.56573705179283,41.348890153671036,공포,,,
2026-06-08,78.08764940239044,1.1952191235059761,6.772908366533864,98.80478087649402,14.741035856573703,8.366533864541836,15.53784860557769,31.929425156516796,공포,,,
2026-06-09,90.0398406374502,91.63346613545816,4.780876494023905,22.70916334661355,4.980079681274901,7.968127490039848,46.613545816733065,38.3892999430848,공포,,,
2026-06-10,84.06374501992032,13.147410358565736,3.9840637450199203,36.65338645418327,16.733067729083658,7.56972111553786,10.358565737051793,24.644280022766083,극단적 공포,,,
2026-06-11,82.86852589641434,11.155378486055776,2.788844621513944,40.63745019920319,21.513944223107572,7.968127490039848,21.51394422310757,26.920887877063173,공포,,,
2026-06-12,89.2430278884462,94.82071713147411,0.796812749003984,6.772908366533869,7.56972111553786,7.56972111553786,27.091633466135455,33.4092202618099,공포,,,
2026-06-15,92.82868525896414,94.82071713147411,0.796812749003984,28.68525896414343,5.179282868525888,7.56972111553786,39.8406374501992,38.53158793397837,공포,,,
2026-06-16,94.82071713147411,58.16733067729084,1.1952191235059761,0.3984063745019881,4.382470119521912,10.35856573705179,78.08764940239044,35.34433693796244,공포,,,
2026-06-17,96.41434262948208,50.99601593625498,2.3904382470119523,1.9920318725099548,4.7808764940239,10.35856573705179,80.87649402390437,35.401252134319854,공포,,,
2026-06-18,97.60956175298804,13.545816733067728,1.1952191235059761,10.35856573705179,5.179282868525888,11.155378486055781,93.22709163346613,33.181559476380194,공포,,,
